,text,label
2138,"enak dan murah . free air mineral sepuas nya . harga murah tetapi rasanya mantap . kami makan di jalan . setiabudi , plank suis butcher ketutupan pohon besar , sehingga agak susah bagi yang baru pertama kali ke sana . kalau ke bandung , kami pasti mampir ke suis butcher lagi .",positive
2139,"pertama kali ke sini tempat nya lumayan luas , banyak pilihan menu , ikan nya besar-besar , kalau menurut aku yang enak hanya udang goreng tepung dengan bawal putih steam hongkong",positive
2140,setiap kali ingin makan makanan orang cina selalu datang ke sini bersama keluarga ataupun tamu . walaupun ada beberapa restoran yang menu nya mirip tetapi rasanya tetap tidak bisa dikalahkan . setiap tamu yang saya bawa tidak pernah kecewa bahkan ketagihan dengan ikan guramai asam manis nya .,positive
2141,"lokasi strategis di jalan sumatera bandung . tempat nya nyaman terutama sofa di lantai 2 . paella nya enak , sangat pas dimakan dengan minum bir dingin . appetiser nya juga enak-enak .",positive
2142,"saya sedikit mengerutkan dahi ketika melihat dusun bambu hanya memiliki 3 dari 5 poin yang telah direview pengunjung . tempat ini layaknya surga di bandung , lokasi yang masih sangat asri sehingga membuat udara masih sangat adem . makanan yang dihidangkan cukup membuat perut saya membesar karena porsi yang sangat banyak rasa yang pas di lidah saya . direkomendasikan !",positive
2143,kami makan di roof kafe yang ada di seberang resor nya dan berada di atas restoran suki nya . tempat nya bagus dan penataan nya cantik sekali . kalau datang bersama pasangan sangat romantis sekali suasa nya di sore hari . tempat ini hanya buka sampai jam 20.00 saja . cocok nya datang sekitar jam 17,positive
2144,semangat menebar kebaikan dan manfaat bersama batrisyia herbal .,positive
2145,"saya dan istri sering mengunjungi kota bandung mengingat istri saya dulu kuliah di bandung . waktu di bandung kami lalui dengan wisata alam dan kuliner . salah satu yang kita coba adalah brussel spring saat kita melewati jalan sumatera . lingkungan di tempat ini banyak kafe-kafe dan restoran . kami memesan teh , kopi dan kue coklat , kami sengaja memilih balkoni lantai atas sembari menikmati lalu - lintas .",positive
2146,"sambil menunggu waktu pergantian tahun kita coba ke sini . kita berdua pesan beberapa sushi jigo ku , tobikogunkan , mislove . minuman nya milktea sama eskrim vanilla dengan batok kelapa . untuk sushi nya lumayan tapi kebanyakan nasi nya sepertinya . tetapi rasanya enak . harga nya terjangkau .",positive
2147,"nasi goreng nya enak dan kepedasan nya bisa disesuaikan dengan level nya cobalah nasi goreng preman , gangster dan yakuza , baru berani pedes nya sampai level merisaukan saja",positive
2148,"mencari tempat untuk merayakan ulang tahun pernikahan , tepat nya di sini dengan pemandangan yang bagus , serta dekorasi dan suasana romantis , pelayanan memuaskan . terima kasih to diah",positive
2149,"ambokueh asli hanya bisa dinikmati di sini . enak sekali . selain itu kita bisa makan bacang , nasi tim , nasi pepes , nasi timbel dan bakso goreng .",positive
2150,"saya sering banget makan di sini karena steak nya enak dan lumayan murah . menu favorit saya : sirloin steak barbeque sauce . saos barbeque nya enak , rekomendasi . pernah nyobain pakai brown sauce blackpepper sauce tetapi rasanya biasa saja .",positive
2151,"menu nya banyak dan sepertinya enak-enak . waktu itu mencoba kalau tidak salah yang banyak keju nya . rasanya enak , tapi kebanyakan . kalau soal harga sih standar .",positive
2152,"saya sayangat berkesan datang ke kafe di pakar , tempat yang nyaman dengan pemandangan hutan dago pakar yang di selimuti kabut . makanan yang disajikan kebanyakan makanan ringan seperti roti , cireng dan jajanan lain . di sini kita harus memesan minimal order perorang 25 ribu , untuk minuman dan makanan . saya anjurkan untuk datang sore hati sekitar jam 3 atau jam 4 , saat turun kabut .",positive
2153,"suasana kampung daun sangat mendukung untuk merasakan nikmat nya makan siang ini , suasana asri , adem dan suara air yang gemercik , serta makanan di sini yang sangat unik terutama saya suka mi tak teh nya , pas nyemek nya / basah nya , serta teh poci yang nikmat",positive
2154,"pemandangan nya bagus banget , makanan nya juga enak , banyak anak muda nya , awal nya ke sini itu rada mendasar . wkwk tempat nya okelah , pastikan saja , kalau memang mau ke sini itu jangan-jangan sore-sore banget , karena pengalaman gua sih dari jakarta gua sabtu sore begitu , pas keluar di tol pasteur . eng ing eng , menceret deh alias macet . !!",positive
2155,"ketika digigit enak , lalu terasa bumbu yang khas di lidah . dicampur dengan sambal nya lalu saus nya , rasa khas tadi semakin kuat . rasa khas ini entah dari apa nya , mungkin tidak semua orang menyukai nya . untuk yang suka , bisa bikin ketagihan . untuk yang kurang suka , mungkin akan cari yang lain . selamat mencoba .",positive
2156,"bakso yang lagi ngehits di bandung ini menawarkan bakso dengan beragam isian dan variasi topping , ada bakso keju andalan nya .",positive
2157,batagor terdiri dari siomay dan bakso tahu goreng yang di goreng dan disajikan dengan saus kacang yang gurih . selain batagor juga tersedia bakso campur dan mi ayam pedas . harus makan di sini bila berkunjung ke kota bandung . sangat enak .,positive
2158,"suasana yang sejuk setelah beraktifitas yang melelahkan dijakarta . udara yang segar menyejukkan hati . tapi pas makan harus daftar tunggu . jadi , tidak mungkin pulang dong secara begitu sudah jauh-jauh dari jakarta . nungguin dong ampe 1 jam tapi tidak menyesal setelah 1 jam dipanggil dong nama eh giliran kita . hehehehe . makanan nya enak .",positive
2159,pengiriman jne memang terbaik cepat sampai nya,positive
2160,"rumah stroberi ini sangat luas dan enak buat nongkrong ramai-ramai sekeluarga . stroberi nya sih biasa saja ya . makanan juga standar sih tidak unik-unik amat . hanya enak saja tempat nya . bisa petik stoberi juga , hanya harus pesan dan pas lagi musim petik .",positive
2161,jarang banget ada tempat seperti begini . buka dari pagi loh jadi bisa nongkrong dari pagi . tempat nya bikin betah lama-lama di sini . menu makanan nya juga banyak dan komplit . ada paket sarapan dan makan berat .,positive
2162,"waktu itu ke sini pesan nasi goreng dan kentang goreng , nasi goreng nya semua suka . kentang goreng nya enak banget , dan presentasi nya bagus . keluarga bilang kopi nya enak . hal yang sangat baik di sini adalah tempat nya luas dan yang di luar bisa lihat pemandangan dusun bambu , tapi pelayanan nya tidak cepat sehingga saya harus bertanya beberapa kali tentang pesanan saya . harga nya cukup mahal , namun karena makanan nya enak semua jadi terbayarkan . tidak perlu pikir dua kali jika mau ke tempat ini lagi .",positive
2163,"restoran winner bratwurst ini menu andalan nya adalah sosis nya , yang rasanya sangat enak . menu lainnya pun patut anda coba karena mayoritas rasanya enak . lokasi restoran ini agak jauh dari pusat kota , sehingga bila anda tidak membawa kendaraan sendiri , akses ke sini cukup sulit . harga makanan di sini sebanding dengan rasanya .",positive
2164,"semalam saya dan istri atas undangan beberapa teman dan makan malan di jing paradis restoran taraf internatioanl makanan bangunan bagus / megah . layanan baik dan ramah . makanan nya enak , lumayan istimewa .",positive
2165,"bakso unik dengan yang menggunakan cabe rawit sebagai isia nya , selain bakso di sini juga ada sop durian yang enak , dengan daging durian yang dibekukan berbentuk kotak seperti es batu . nyummy .",positive
2166,"tempat ini sangat menyenangkan untuk santai . luas dan asri . makanan menurut saya biasa , harga juga oke . tidak mahal . saya suka sate ayam nya dan gulali : - .",positive
2167,mau makan makanan tradisional khas sunda . ini bisa jadi salah satu pilihan . lokasi en tempat nya bagus .,positive
2168,"selalu ke sini setiap ke bandung cemilan aneka rasa khas rumah imoet . favorit rasa oncom ayam telor , atau keju coklat pisang .",positive
2169,"masuk ke sini bakal di suguhkan berbagai macam aneka minuman dan makanan khas indonesia , eh ada steak nya juga deng . yang paling enak di sini es pisang ijo nya mantaps",positive
2170,suasana nya ramai saya pas berbuka puasa datang nya . pelayanan nya ramah menghilangkan masakan yang di hangat kan pun tidak terlalu lama . direkomendasikan bagi pecinta kuliner sunda yang cepat saji . selamat menikmati,positive
2171,"pertama kali makan di sini , suasana nya sepi , mungkin sedikit kalah saing dengan restoran lain . restoran daun pisang memang tergolong yang lama berdiri di bandung . pelayanan cepat , walaupun tumis kangkung saya tidak jadi dipesan karena tidak datang kayak nya lupa . tetapi makanan lain datang dengan cepat dan rasanya enak . pegawai nya ramah . untuk harga terjangkau . top kok .",positive
2172,"ketika berkunjung ke dusun bambu , saya bersama keluarga makan di restoran burangrang , menurut saya rasa makanan standar dengan harga yang cukup mahal . selain burangrang terdapat beberapa restoran lagi di sini seperti lutung kasarung dan pasar khatulistiwa . di dusun bambu banyak spot fotogenic tapi asli nya tidak seindah di foto . sepertinya lebih indah mengunjungi dusun bambu di sore hari sampai dengan malam hari .",positive
2173,jokowi sayang sekali sama cucu nya,positive
2174,"menu yang sangat enak dan harga yang sangat terjangkau , tempat yang nyaman . kombinasi ayam dan keju adalah ide yang unik . tersedia level pedas 1 sampai dengan 5 . disarankan untuk tidak memilih level 2 ke atas bagi yang tidak menyukai makanan pedas",positive
2175,"halo kali ini saya akan makan siang bersama teman teman di po ketiam restoran , saya memesan dimsum dan nasi campur . masakan nya enak , pelayanan nya juga baik . dim sum nya enak sekali .",positive
2176,"merupakan kedai nasi bakmoy paling nikmat dan terkenal di kota bandung . bakmoy merupakan makanan yang berisi daging babi , daging ayam dan tahu yang dipotong kecil seukuran dadu dimasak dengan kecap kemudian disiram kuah kaldu panas saat siap disajikan . yang istimewa dari nasi bakmoy mahmud ini adalah racikan daging nya dan kaldu nya yang nikmat gurih , ditambah kecap cabai rawit yang khusus .",positive
2177,"bakmi nya enak sekali . secara saya favorit mi . enak nih . terus ada cabang nya juga di jakarta , hanya memang tidak seenak yang asli nya di jalan naripan . oke deh ini mi .",positive
2178,"resto mempunyai tempat yang luas ada bagian indoor dan di luar . interior nya minimalis dan mengesankan . layanan nya cukup baik . tersedia beragam menu masakan nusantara . menu andalan sapi lada hitam dan udang goreng telur asin . selain itu ada sapo seafood , tahu king , sop iga , nasi timbel dan lainnya . sop iga nya sangat lezat dan segar . sapi lada hitam rasanya enak dan mantap .",positive
2179,"banyak warga twitter melakukan poling jokowi 55 % dan prabowo 45 % jokowi menang versi dunia maya , alhamdulillah",positive
2180,"saya sangat suka sekali pizza rucola and spaghetti scoglio nya , hmm enak pokok nya enak . teh terbaik tempat dan makanan untuk italia restoran",positive
2181,"dulu waktu saya kuliah di bandung , resto ini adalah tempat makan yang wajib saya datangi sebulan sekali . tapi yang lokasi nya di setiabudhi . kali ini saya makan yang di gatot subroto dekat dengan trans studio . saya pesan sirloin steak , daging nya empuk dan enak . harga steak berkisar 50 - 100 ribu saus nya tidak sekental dulu , tapi masih okelah . orange jus nya terbuat dari sunquick .",positive
2182,resto ini salah satu kesukaan saya kalau lagi ingin makan kwetiau atau bihun goreng . rasanya enak dan disajikan dengan acar cabe . makanan jenis lainnya pun banyak . dim sum nya sih saya suka dan yang lainnya juga oke . jus kedondong nya juga enak .,positive
2183,"saya sudah beberapa kali makan di puri bambu , baik untuk makan siang maupun makan malam dan tidak pernah sekalipun puri bambu mengecewakan saya . semua menu yang disajikan selalu lezat . restoran ini menyajikan makanan yang mengandung babi . harga nya pun tidak terlalu mahal , dan tempat nya nyaman . menu favorit saya adalah sate babi dan samcam goreng crispy .",positive
2184,"harus banget nyobain kopi sanger nya ! sanger itu kepanjangan dari saling mengerti antara kamu dengan sang barista . tinggal bilang mau panas atau dingin , pahit atau manis , dan voila ! kopi akan datang tepat dengan rasa yang kamu inginkan ! kopi sanger juga disajikan dengan berbagai tambahan rasa seperti nutela , milo , ovaltine , dan avocado . pas banget kalau kamu datang ke sini malam hari .",positive
2185,terbantu,positive
2186,"untuk di bandung , warung nasi ampera tiada dua nya . meski demikian , jangan disamakan dengan ampera mana pun di jakarta yang sangat standar . sambal luar biasa dan lalapan lengkap .",positive
2187,"enak , rasanya selalu bikin kangen . makanan wajib jika anda berkunjung ke lembang . hampir seluruh makanan nya yang digoreng , sempurna rasanya . mantap !",positive
2188,"sate kambing m , hadiri di jslan kebon jati , adalah sate kambing muda nomor 1 di bandung . daging nya empuk bumbu kacang nya juga enak lagi . ,",positive
2189,"makan di sini cukup nikmat karena menu nya beragam , dari mulai menu indonesia , asia , hingga tiongkok . sehingga bisa mencoba rasa yang beragam . rasanya juga tidak kalah enak . tempat nya cukup nyaman , pelayanan nya pun cepat",positive
2190,"nyobain sop gurame nya enak ! capuccino nya enak tapi rasanya seperti latte . tempat nya nyaman , bebas macet , belum banyak yang tahu tempat ini .",positive
2191,bubur ekeven semen di jalan . kebonjati . bubur nya . di samping ini ada ayam tim . cakue goreng . pork dan samchan . ubur-ubur . bisa pesan juga telur cha aku cari . enak sih .,positive
2192,"bagi penggemar babi , rumah makan ini surga nya . sekarang menyediakan makan pagi . pilihan nya hanya beberapa tapi cukup unik .",positive
2193,"sesuai nama nya rumah stroberi , yang harus dicicipin di sini ya semua yang berbahan stroberi karena asli stroberi jadi rasanya oke . sebelum pulang bisa beli oleh-oleh selai stroberi pernik-pernik stroberi . top",positive
2194,"keunikan kue sop ini terletak pada meja berjalan nya yang seperti di toko sushi , namun yang ada di piring-piring nya bukan sushi , melainkan kue ! untuk para pengunjung yang merasa lapar , toko ini juga menyediakan beberapa menu makanan berat . selain makanan , minuman juga disediakan . salah satu minuman yang sering dipesan adalah fuzzy cotton candy , yaitu minuman dengan permen kapas di atas nya . interior toko nya menarik .",positive
2195,"kalau makan di sini rasa kuah baso nya mantap tidak berlemak , jadi tidak terlalu jijik . sudah begitu bakso nya juga kenyal dan enak . direkomendasikan deh",positive
2196,"untuk ukuran masakan chiinese tempat ini biasa saja , rasa lumayan tapi tidak sempurna . untuk harga cukup terjangkau . bisa menjadi pilihan saat berada di mal ini",positive
2197,"menu yang wajib dicoba adalah terong nya . saya dan keluarga sampai ketagihan untuk kembali lagi hanya karena terong tersebut . restoran ini cukup penuh pada saat jam makan , jadi untuk yang datang dalam grup besar sebaiknya reservasi dahulu .",positive
2198,kalau memang jala nya sudah begitu terima saja dengan ikhlas,positive
2199,"ayam kung po paling terbaik . pelayanan cepat , makanan minuman semua sedap . sudah kali ke dua datang makan ta wan . dan ke depan nya pasti bakal ke sini lagi .",positive
2200,tempat nya pas dan cocol untuk keluarga . adem . sejuk . dingin . tidak membosankan . jadi betah lama lama . indah alloh nanti balik lagi ke sana,positive
2201,"restoran steak yang sangat nikmat , menawarkan berbagai macam varian steak yang rasa dan harga berbanding lurus .",positive
2202,di resto ini tersedia berbagai menu khas yang populer di bandung . pelanggan dapat menikmati menu apa pun yang populer di bandung dengan harga yang dijangkau,positive
2203,"konsep kafe kekinian di bagian depan taman hutan raya tahura juanda menawarkan makanan ringan dan minuman . arsitektur nya menarik , menyatu dengan alam dan hutan pinus disekeliling nya .",positive
2204,resto yang sangat menarik . makanan tradisional ala rumahan sunda . pengalaman makan dengan alas daun dan bukan nya piring . makanan bisa lihat dan pilih langsung . cocok untuk keluarga .,positive
2205,"mi senang nya enak , paikut nya biasa saja . pesan bubur tapi sudah kehabisan padahal baru jam 9:30 pagi . ruangan cukup pengap karena tidak semua ac dinyalakan . harga kategori medium , tidak murah dan tidak terlalu tinggi .",positive
2206,"tempat nya nyaman untuk pertemuan poin . makanan nya enak , rasanya masih authentic . setelah beres makan , kita akan diberikan compliment berupa pudding .",positive
2207,"salah satu kedai steak yang terkenal dari dulu karena harga nya yang bisa dibilang sangat murah untuk ukuran steak . pilihan nya cukup banyak , dari ayam , sapi hingga seafood . milkshake nya pun tidak kalah enak",positive
2208,"berawal dari rasa penasaran , karena tiap kali lewat di depan bakso boedjangan di jalan burangrang , tempat ini selalu ramai . akhirnya saya putuskan untuk mencoba , supaya rasa penasaran saya hilang . tempat nya makan nya cukup luas , namun parkiran sempit . kalau bawa mobil mungkin sedikit kesulitan , terutama jika datang saat liburan . menu nya bervariasi . saya memilih bakso urat nya san saya langsung jatuh cinta dengan bakso .",positive
2209,"terletak di depan gereja aki maulana yusup , dari arah dago tinggal belok sedikit , sate ayam yang lumayan enak ,",positive
2210,"baru tahu honda hari - v gh 1 taun 2000 dari , pas melihat di jalan tol ada mobil itu berasa wah banget __laugh__",positive
2211,"salah satu restoran yang menyediakan pemandangan bandung dari atas . apabila datang ke tempat ini pada saat liburan , siap-siap untuk daftar tunggu . makanan di tempat ini cukup beragam , pizza nya lumayan untuk berbagi cost . rasa makanan nya enak-enak .",positive
2212,"sangat nyaman tempat yang tertata baik , tempat parkir yang bagus namun harga kurang bersahabat , dan masih perlu pembenahan pada eksterior restoran sehingga lebih nyaman dan asri",positive
2213,"pemandangan yang menghadap lembah dan pepohonan , menu masakan dari indonesian makanan , makanan barat dan beberapa menu ala carte cake dan pastry . namun masakan nya tidak terlalu spesial rasanya biasa-biasa saja , hanya pemandangan nya saja yang bagus",positive
2214,"restoran yang satu ini menyajikan menu serba babi , dan aku paling suka nasi bagor nya . nasi ini disajikan sama samcan goreng dan sate ba . enak deh .",positive
2215,"martabak ini berlokasi di jalan . surya sumantri , martabak ini enak dan tidak terlalu berminyak . memiliki pilihan rasa yang cukup variatif dan tidak terlalu mahal . martabak bolu ini tidak menggunakan bahan pengawet tetapi meskipun disimpan dalam kulkas tekstur nya tetap lembut .",positive
2216,"rasanya enak , dan letak nya mudah diakses . ditambah , banyak pilihan untuk makanan jenis eropa di sini .",positive
2217,"berada di pinggir jalan penghubung bandung - lembang , membuat rumah makan ini selalu ramai . banyak wisatawan yang menuju atau pulang dari tangkuban perahu singgah di sini untuk makan siang atau makan malam . ada nya tempat duduk lesehan juga menjadi salah satu daya tarik bagi wisatawan sebelum melanjutkan perjalanan nya kembali .",positive
2218,salah satu mal di bandung dengan konsep yang cukup unik . banyak pilihan restoran sehingga cocok untuk menghabiskan waktu bersama teman-teman atau bahkan dengan pacar .,positive
2219,"di chills ini saya paling suka beli cheese cabe nya kalau ada yang ulang tahun , rasa kue nya enak dan tidak giung , keju nya lumayan kerasa . untuk harga juga tidak mahal-mahal amat , antara 100 ribuan untuk kue sedang . letak chills ini ada di basement istana plaza , seberang nya giant supermarket .",positive
2220,"pemandangan bagus , makanan enak tapi waktu penyajian nya lama butuh improvement nih ! harga nya sesuai kantong , jadi over all lumayaan",positive
2221,"restoran dengan metode penyajian berbeda . piring tempat makan diganti dengan lembaran daun pisang . menu makanan khas sunda dengan citarasa yang enak . dari segi harga cukup bersahabat , tempat makan luas dan banyak pilihan meja , parkir cukup luas .",positive
2222,"rasa lontong kare kebon karet yang lezat dengan harga yang relatif terjangkau rp 18 ribu per porsi . porsi pas untuk 1 orang . dari pertigaan jalan cicendo - kebon kawung , belok ke kiri sedikit , di tikungan ada gedung gubenuran , belok kanan sedikit sebelum rel kereta api / jalan kebon jukut , gang kebon karet ada di sisi kiri jalan di seberang hotel swissbell .",positive
2223,"tempat sih oke , cuma parkir nya kadang di jalanan tidak ada yang jaga , tidak tahu pas saya datang lagi ramai mobil atau bagaimana . saya pesan soto ayam , lumayan , pesan juga nasi merah . oke rasanya .",positive
2224,untuk pemandangan sebenarnya bergantung pada on posisi duduk nya pas datang karena selalu besar keluarga di tawarin ke vip hanya ada minimal order 1 juta unik interior nya berisi ornamen kayu-kayu jati dan sebagai nya kesekian kali ke tempat ini untuk makan siang atau makan malam kualitas dan penataan nya oke banget rasa tergantung jenis makanan nya tapi bakwan sayur goreng nya enak . indonesia banget . juara !,positive
2225,diler bareng teman-teman di the 18th restaurant seru banget . pelayanan nya baik dan ramah dari ke isna dan memuaskan . dan juga pemandangan nya bagus sekali .,positive
2226,tempat nya asik . bagus didukung cuaca dingin lembang top deh ! nyaman dengan concept alam tropical . buat hang out oke . saya datang 18 maret sabtu pizza nya yahud . nilai 9.5 deh . saya pesan 3 menu lain selain pizza .,positive
2227,kalau menginap di sini puas dengan sarapan nya yang enak juga pemandangan hotel yang indah dan sejuk,positive
2228,tidak duka,positive
2229,"buat yang bingung mau makan malam ke mana , saya sarankan ke tempat yang satu ini . lokasi jalan dago sebelah mcd maju dikit ada jalan kecil masuk saja juragan di sana ada plang gizi . menu fav kata saya sih tetap steik nya kak , memang harga lymn sih tapi untuk menyenangkan pasangan kali kali bolehlah kakak . haha .",positive
2230,tidak sempit,positive
2231,kami direkomemdasikan oleh teman untuk makan di sini . tempat nya mudah dicari . kami memesan lomie . disajikan di mangkok yang lumayan besar dengan porsi yang penuh dan banyak . saya suka sekali dengan tekstur mi dan pangsit rebus yang lembut dengan rasa kuah yang sederhana . benar-benar lezat . tempat ini sudah buka dari pagi .,positive
2232,tidak tega,positive
2233,"saya ke sini minggu siang . masih sepi , memilih tempat duduk di atas yang menghadap selatan plus duduk di sofa . makanan sih biasalah , standar kafe-kafe di bandung . tapi untuk tempat dan suasana memang mantap . harga pun standar kafe . kalau agak malam sedikit mungkin akan jadi lebih romantis . , kafe ini menang di tempat dan suasana .",positive
2234,ini nih kalau mau nyobain jajanan bandung yang unik lainnya . nasi goreng berbagai rasa dan varian . macam-macam dengan harga erjangkau dijamin kenyang : d hanya harus sabar aja seh sedikit lama menunggu pesanan nya datang : pak hehehe,positive
2235,rasa ayam penyet nya enak tapi terlalu pedas . dikurangi pedas nya bakal pas rasa manis dan pedas nya . tulang jambal nya juga oke . secara keseluruhan baik aku suka .,positive
2236,"ketika saya mengunjungi kampung daun untuk makan malam , kebetulan saat itu tidak terlalu ramai sehingga tidak perlu menunggu untuk mendapatkan tempat duduk yang berupa saung-saung . udara saat itu sangat sejuk dan terasa sekali suasana alam nya . sayang nya saya tiba saat matahari sudah terbenam sudah gelap sehingga tidak bisa memberikan banyak informasi mengenai pemandangan nya . saya memilih menu makanan indonesia saat itu , rasanya pas di lidah .",positive
2237,"ke sini karena dekat dengan hotel saya , secara keseluruhan baik rasa makanan oke , tapi porsi nya sedikit , harga nya lumayanlah ya untuk restoran sunda",positive
2238,"pilihlah malam hari agar suasana nya lebih terasa . beberapa menu seperti chicken gordon blue , steak tenderloin atau sirloin bisa dicoba . enak biarpun cukup mahal . tapi puas",positive
2239,"hotel ini letak nya cukup jauh dan agak diujung kota bandung , perjalanan dari hotel luxton ke the valey pada malah hari , kurang lebih memakan waktu sekitar 20 menit . saat memasuki area restoran , kesan romantis nya sudah berasa banget . di mana cahaya lampu dibuat temaram , dan di area luar bisa melihat lampu-lampu kota bandung . untuk makanan , makanan nya enak .",positive
2240,"lokasi nya strategis , pelayana nya cepat rasanya seperti mc donald lainnya menu favorit saya kentang goreng dan sundae coklat .",positive
2241,"akhirnya mencoba mi rica yang terletak di jalan . kejaksaan . di sini mesti datang sebelum jam 2pm , karena mereka akan break dan buka lagi sekitar jam 4.30 private message . selain mir , mereka sajikan bihun juga . buat yang tidak suka pedas , jangan khawatir . di sini bisa asin atau manis . mi pedas kasau enak ! bakso udang goreng nya pun layak dipesan juga . oh iya pangsit goreng nya enak .",positive
2242,"kalau saya tidak marah , ormas terlarang bawa kalimat tauhid di bendera .",positive
2243,"jika ke bandung , rm khas sunda seperti inilah yang saya cari . dengan masakan-masakan rumahan khas sunda , ditambah dengan suasana rm yang seperti rumah , menjadikan resto ini memiliki ciri khas tersendiri",positive
2244,"waktu tanggal 26 juni , saya berkunjung ke suis butcher yang terletak di lantai 3 festival citylink bandung . saya memesan steak terderloin parmegiana ada keju di bagian atas nya , rasa steak nya enak , bumbu menyerap . tingkat kematangan bisa diseusaikan sesuai selera . satu porsi nya terdiri dari dari daging , potato wedges , brocoli gratis air putih . dan orange float , rasa orange flat nya segar , ada potongan buah jeruk sunkist . pemandang dari sini bagus , kalau malam hari .",positive
2245,"adem dan nyaman sekali untuk makan malam sambil duduk santai di pondok dan mengobrol dengan keluarga atau pasangan . terdengar suara jangkrik dan suara gemercik air mengalir , benar-benar alam . banyak makanan tradisional dan harga nya pun cukup terjangkau . saran saya sih , diusahakan jangan datang pas hari libur nasional yang panjang seperti lebaran karena antrean pasti panjang dan super ramai .",positive
2246,"tjendana bistro tempat makan yang terkenal . pilihan menu makanan banyak , porsi makanan nya besar , saya yang suka nya sotong jumbo . enak banget . nasi goreng kambing .",positive
2247,"rumah makan yang terletak di tengah kota bandung ini memang sangatlah terkenal dan juga sangat rekomendasi bagi anda pecinta kuliner sunda , meskipun hanya menu sunda warung makan ini menawarkan sambal extra pedas yang khas , tentunya sangat cocok juga bagi anda pecinta pedas . warung makan yang buka 24 jam ini memang sangatlah harus anda coba jika berkunjung ke bandung",positive
2248,"lounge yang berada di lantai 3 di hotel grandia ini termasuk baru . membawa konsep city lounge cukup menarik perhatian dengan berlatar belakang pasupati fly over yang merupakan icon di kota bandung . saya datang pada saat ada peristiwa di hari jumat tanggal 5 february kemarin . pengunjung cukup ramai , dengan pilihan menu yang cukup variatif ditambah ada nya promo bir , ini yang menarik .",positive
2249,"tkp mabro dakocan pindah ke jalan rajiman dekat istana plasa , sekarang jadi ramai banget kadang banyak yang pada kehabisan . buka jam 6 sore kalau hari biasa , sabtu minggu hari libur jam 4 sudah buka . saya suka datang lebih awal biar kebagian .",positive
2250,"cepat respon , pengiriman super kecepatan . barang sesuai deskripsi . terima kasih doki toko",positive
2251,"rasa bakso tahu dan batagor nya lumyaan , dengan harga standar . kami pun mencoba mi yamin dan mi-mi lainnya . ternyata rasanya pun tidak mengecewakan .",positive
2252,resto yang sudah cukup lama berdiri . kira-kira 20 tahun . konsisten dengan mutu dan rasa . harga menengah ke atas . menu andalan steak .,positive
2253,"mi naripan adalah sebuah depot mi yang saya kenal sejak lebih dari 20 tahun lalu . setiap kali ke bandung dengan keluarga , kami tidak pernah absen untuk makan di rumah makan ini . suasana tidak banyak berubah , masih terlihat sederhana , namun kelezatan hidangan juga tidak lekang oleh waktu . anak-anak saya sangat menyukai bakso goreng , bahkan kami memesan 1 lusin untuk dibawa pulang .",positive
2254,aplikasi mobile legenda sangat keren dan penuh tantangan,positive
2255,"wisata ke dusun bambu senang sekali , tempat nya rapi dengan pemandangan yang asri . tiket masuk 15 ribu dihitung penuh anak di atas tinggi 80 cm . tidak rugi kok beli tiket 15 ribu karena pas masuk bisa ditukar dengan berbagai pilihan bolu yang enak 1 tiket / 1 iris bolu atau air mineral 1 botol saat keluar . suasana nyaman sekali , menyejukkan mata , untuk sewa tempat yang seperti sarang burung sekitar 100 ribu / jam .",positive
2256,"makanan beragam , harga makanan di food stall akan ditambahkan 10 % lagi di kasir , suasana ramai dan perlu perhatian untuk mendapatkan parkir dan tempat duduk .",positive
2257,"bakso lovers akan menyukai tempat ini , karena rasanya enak dan harga nya cukup terjangkau , serta porsi yang cukup mengenyangkan",positive
2258,restoran nya di atas tebing . wohoo . romantis banget . makanan juga oke . sendok garpu nya agak agak vintage gitu . keren . hahahaha ingin ke sana lagi kalau anak sudah gedean,positive
2259,"siapa yang tidak kenal batagor ini ? batagor yang melegenda namun menurut saya rasa yang ditawarkan tidak sewah viral orang-orang , dan harga yang sangat tinggi",positive
2260,"kafe di braga mah banyak . tapi , cuma di sini yang ramai banget . pas di dalem kita kayak dikasih makanan ringan pembuka dan air . dan itu free . tidak hanya itu , pelayan siap me refill dengan cepat pas gelas kita kosong . hot chocolate nya top markotop dah .",positive
2261,tidak dendam,positive
2262,. pokok nya kurang kurang afdol kalau ke lembang atau ke bandung tidak mampir ke sini . 4 humas naik buat kampung daun .,positive
2263,"kami makan di bakmi aloi cabang grogol seberang trisakti . seperti biasa , rasa bakmi nya kenyal dan daging babi nya manis . rekomendasi porsi 1,5 biar tidak lapor .",positive
2264,kopi starbucks kenapa bisa enak banget sih,positive
2265,"makan di restauran ini , mantap banget . top . semua makanan nya enak-enak . ala untuk bisa makan - nya enak banget . ketagihan ketagihan lagi lagi dan lagi . apalagi teteh teteh dan aa aa di the restaurant - padma ramah-ramah , terutama teh diah yang sudah memberi kita bonus hitam kopi sama capuchino buatan a tisna yang super duper mantap . terima kasih banget , kita senang banget makan .",positive
2266,salah satu tempat hang out yang cukup tren di kalangan anak muda bandung . nyaman . jangan lupa ada promo smirnof murah selama mei 2014 .,positive
